anime_id,anime_name,anime_genre,anime_ratings,anime_episodes
25731,Cross Ange: Tenshi to Ryuu no Rondo,Action,7.47,25
23383,D-Frag! OVA,Comedy,7.47,1
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,Adventure,7.47,1
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,Adventure,7.47,1
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,Adventure,7.47,1
20509,Fate/kaleid liner Prisma☆Illya 2wei!,Action,7.47,10
344,Futatsu no Spica,Drama,7.47,20
18229,Gatchaman Crowds,Adventure,7.47,12
21039,Gatchaman Crowds Insight,Adventure,7.47,12
31324,Grisaia no Meikyuu Special,Ecchi,7.47,1
4551,Hakushaku to Yousei,Adventure,7.47,12
27969,Hana to Alice: Satsujin Jiken,Drama,7.47,1
7337,Hetalia Axis Powers Movie: Paint it,Comedy,7.47,1
12729,High School DxD OVA,Comedy,7.47,2
20853,Hitsugi no Chaika,Action,7.47,12
666,JoJo no Kimyou na Bouken,Adventure,7.47,6
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,Comedy,7.47,1
633,Legend of Basara,Adventure,7.47,13
1590,Legendz: Yomigaeru Ryuuou Densetsu,Action,7.47,50
1439,Lupin III: Walther P-38,Action,7.47,1
10050,Macross F Music Clip Shuu: Nyankuri,Music,7.47,1
1064,Mazinkaiser,Adventure,7.47,7
2488,Mei to Koneko Bus,Adventure,7.47,1
14575,Minami-ke Omatase,Comedy,7.47,1
84,Mobile Suit Gundam 0083: Stardust Memory,Adventure,7.47,13
17505,Mushibugyou,Action,7.47,26
1655,Nerima Daikon Brothers,Comedy,7.47,12
23673,Ookami Shoujo to Kuro Ouji,Comedy,7.47,12
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,Kids,7.47,1
815,Prince of Tennis: The Two Samurai,Action,7.47,1
17137,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,Adventure,7.47,1
7662,Shinrei Tantei Yakumo,Horror,7.47,13
2942,Sketchbook: Full Color&#039;s,Comedy,7.47,13
1764,Slam Dunk (Movie),Comedy,7.47,1
1170,Slayers Special,Adventure,7.47,3
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,Action,7.47,13
4884,Tales of the Abyss,Adventure,7.47,26
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Action,7.47,1
20977,Tonari no Seki-kun OVA,Comedy,7.47,1
5332,Toshokan Sensou: Koi no Shougai,Action,7.47,1
1744,Wagamama☆Fairy Mirumo de Pon!,Adventure,7.47,172
8457,Yozakura Quartet: Hoshi no Umi,Action,7.47,3
878,Zegapain,Action,7.47,26
4038,Zettai Karen Children,Action,7.47,51
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,Romance,7.47,1
4970,Afro Samurai: Resurrection,Action,7.46,1
1078,Cardcaptor Sakura: Leave It to Kero-chan,Comedy,7.46,1
4138,Chiisana Pengin: Lolo no Bouken,Adventure,7.46,3
5593,Dogs: Bullets &amp; Carnage,Action,7.46,4
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,Adventure,7.46,1
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,Adventure,7.46,1
408,Final Fantasy VII: Last Order,Action,7.46,1
32696,Fukigen na Mononokean,Comedy,7.46,13
551,Grappler Baki: Saidai Tournament-hen,Action,7.46,24
32648,Handa-kun,Comedy,7.46,12
15225,Hentai Ouji to Warawanai Neko.,Comedy,7.46,12
8074,Highschool of the Dead,Action,7.46,12
6064,Higurashi no Naku Koro ni Kai Specials,Comedy,7.46,24
483,Kurau Phantom Memory,Action,7.46,24
10628,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,Action,7.46,1
1972,Meitantei Holmes,Adventure,7.46,26
5273,Miracle Giants Doumu-kun,Sports,7.46,49
1288,Mobile Police Patlabor,Comedy,7.46,7
2269,Mobile Suit Gundam Seed Special Edition,Action,7.46,3
601,Nekojiru-sou,Comedy,7.46,1
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Adventure,7.46,1
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,Adventure,7.46,1
10862,Prince of Tennis: Pairpuri,Comedy,7.46,8
710,Rec,Comedy,7.46,9
10334,Rurouni Kenshin Recap,Action,7.46,1
20709,Sabagebu!,Action,7.46,12
15793,Senki Zesshou Symphogear G: In the Distance,Action,7.46,13
21573,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,Action,7.46,13
1815,Shakugan no Shana Movie,Action,7.46,1
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,Fantasy,7.46,1
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Action,7.46,1
198,Speed Grapher,Action,7.46,24
23319,Suisei no Gargantia: Meguru Kouro,Action,7.46,2
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,Comedy,7.46,1
2009,Yawara! Special: Zutto Kimi no Koto ga... .,Action,7.46,1
9611,Aa! Megami-sama! (2011),Comedy,7.45,3
50,Aa! Megami-sama! (TV),Comedy,7.45,24
31771,Amanchu!,Comedy,7.45,12
2986,Bamboo Blade,Comedy,7.45,26
3076,Bishoujo Senshi Sailor Moon SuperS Special,Magic,7.45,3
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama,7.45,4
1614,Captain Tsubasa: Road to 2002,Action,7.45,52
15109,Cuticle Tantei Inaba,Action,7.45,12
5684,Fresh Precure!,Action,7.45,50
908,Fullmetal Alchemist: Premium Collection,Comedy,7.45,3
505,Fushigiboshi no☆Futagohime,Comedy,7.45,51
15863,Ginga Kikoutai Majestic Prince,Action,7.45,24
246,Groove Adventure Rave,Adventure,7.45,51
18835,Hakuouki Reimeiroku Tokuten Disc,Action,7.46,2
6574,Hanamaru Youchien,Comedy,7.45,12
5150,Hatsukoi Limited,Comedy,7.45,12
30300,High School DxD New: Oppai,Comedy,7.45,1
714,High School! Kimengumi,Comedy,7.45,86
2336,Hikaru no Go: New Year Special,Comedy,7.45,1
4312,Hokuto no Ken: Toki-den,Action,7.45,1
13261,Inazuma Eleven Go: Chrono Stone,Shounen,7.45,51
2407,Keroro Gunsou Movie 1,Comedy,7.45,1
519,Mahoraba: Heartful days,Comedy,7.45,26
330,Midori no Hibi,Comedy,7.45,13
6712,Natsu no Arashi! Akinaichuu,Comedy,7.45,13
28299,Ookami Shoujo to Kuro Ouji OVA,Comedy,7.45,1
17875,Papa no Iukoto wo Kikinasai! OVA,Comedy,7.45,2
3292,Potemayo Specials,Comedy,7.45,6
168,s.CRY.ed,Action,7.45,26
573,Saber Marionette J,Action,7.45,25
6153,Saint Seiya: Soushuuhen,Adventure,7.45,1
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,Adventure,7.45,1
5034,Shikabane Hime: Kuro,Action,7.45,12
1548,Shin Taketori Monogatari: 1000-nen Joou,Drama,7.45,42
2555,Shoukoushi Cedie,Drama,7.45,43
33969,Shuangsheng Lingtan,Mystery,7.45,20
565,Steamboy,Action,7.45,1
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,Comedy,7.45,4
855,Strawberry Panic,Drama,7.45,26
5832,Tiger Mask Nisei,Action,7.45,33
4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,Fantasy,7.45,1
33302,Yowamushi Pedal: Spare Bike,Comedy,7.45,1
15911,Yuyushiki,Comedy,7.45,12
764,Zoids Shinseiki/Zero,Adventure,7.45,26
10479,Beelzebub Specials,Action,7.44,16
8756,Bishoujo Senshi Sailor Moon Memorial,Demons,7.44,5
20787,Black Bullet,Action,7.44,13
1450,Brigadoon: Marin to Melan,Adventure,7.44,26
10163,C: The Money of Soul and Possibility Control,Action,7.44,11
2649,Doraemon: Obaachan no Omoide,Comedy,7.44,1
117,El Hazard: The Magnificent World,Adventure,7.44,7
1250,Erementar Gerad,Adventure,7.44,26
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,Action,7.44,1
653,Galaxy Angel 3,Comedy,7.44,26
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,Action,7.44,1
191,Love Hina Christmas Special: Silent Eve,Comedy,7.44,1
14833,Maoyuu Maou Yuusha,Adventure,7.44,12
20221,Minami-ke Natsuyasumi,Comedy,7.44,1
3655,Nabari no Ou,Action,7.44,26
6030,Needless,Action,7.44,24
463,One Piece Movie 5: Norowareta Seiken,Action,7.44,1
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,Action,7.44,1
1094,One Piece: Umi no Heso no Daibouken-hen,Action,7.44,1
238,Rekka no Honoo,Action,7.44,42
18041,Rozen Maiden (2013),Action,7.44,13
3256,Soukou Kihei Votoms: Pailsen Files,Mecha,7.44,12
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,Action,7.44,13
18277,Strike the Blood,Action,7.44,24
30321,Strike the Blood: Valkyria no Oukoku-hen,Action,7.44,2
33558,Tales of Zestiria the X: Saiyaku no Jidai,Action,7.44,1
13333,Tari Tari,Music,7.44,13
8022,Tegamibachi Gakuen,Comedy,7.44,25
27,Trinity Blood,Action,7.44,24
3791,Air Gear Special,Shounen,7.43,1
11266,Ao no Exorcist: Kuro no Iede,Action,7.43,1
22433,Break Blade,Action,7.43,12
485,Damekko Doubutsu,Comedy,7.43,26
2512,Detective Conan OVA 02: 16 Suspects,Adventure,7.43,1
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,Adventure,7.43,1
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,Adventure,7.43,1
6401,ef: A Tale of Melodies. - Prologue,Music,7.43,1
3568,Ganbarist! Shun,Comedy,7.43,30
1441,Ginga Tetsudou no Yoru,Drama,7.43,1
15699,Haiyore! Nyaruko-san W,Comedy,7.43,12
30991,Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,Comedy,7.43,1
14753,Hori-san to Miyamura-kun,Comedy,7.43,3
13469,Hyouka: Motsubeki Mono wa,Slice of Life,7.43,1
18295,Kakumeiki Valvrave 2nd Season,Action,7.43,12
3958,Kannagi,Comedy,7.43,13
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,Action,7.43,1
845,Kiba,Adventure,7.43,51
32953,Koi ni Naritai Aquarium,Music,7.43,1
1090,Mobile Suit Gundam I,Action,7.43,1
1722,Nagasarete Airantou,Comedy,7.43,26
2472,Naruto: Shippuuden Movie 1,Action,7.43,1
4437,Naruto: Shippuuden Movie 2 - Kizuna,Action,7.43,1
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,Action,7.43,1
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,Comedy,7.43,13
2141,Oseam,Adventure,7.43,1
108,Ou Dorobou Jing in Seventh Heaven,Adventure,7.43,3
161,Peace Maker Kurogane,Action,7.43,24
527,Pokemon,Action,7.43,276
2182,Robot Carnival,Fantasy,7.43,1
13599,Robotics;Notes,Drama,7.43,22
4664,Rurouni Kenshin: Special Techniques,Action,7.43,1
32175,Shounen Maid,Comedy,7.43,12
1171,Slayers Excellent,Adventure,7.43,3
6381,Strike Witches 2,Action,7.43,12
11793,Tamayura: Hitotose - Attakai Kaze no Omoide,Comedy,7.44,1
4663,Tekken Chinmi,Action,7.43,20
2113,Tenkuu Senki Shurato,Action,7.43,38
3036,Tobe! Isami,Action,7.43,50
25157,Trinity Seven,Action,7.43,12
2427,Unico,Adventure,7.43,1
7058,Uragiri wa Boku no Namae wo Shitteiru,Adventure,7.43,24
28405,Ansatsu Kyoushitsu (TV): Deai no Jikan,Action,7.42,1
9544,Biohazard: Damnation,Action,7.42,1
1983,Black Jack: Futari no Kuroi Isha,Drama,7.42,1
2756,Cheonnyeon-yeowoo Yeowoobi,Drama,7.42,1
5065,Detroit Metal City: Birth of the Metal Devil,Comedy,7.42,1
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Action,7.42,24
332,Dokidoki Densetsu: Mahoujin Guru Guru,Adventure,7.42,38
2677,Doraemon Movie 11: Nobita to Animal Planet,Adventure,7.42,1
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,Adventure,7.42,1
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Adventure,7.42,1
21681,Hanayamata,Comedy,7.42,12
1030,Heisei Tanuki Gassen Ponpoko,Kids,7.42,1
31989,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,Music,7.42,1
3859,Himitsu: The Revelation,Mystery,7.42,26
10804,Ikoku Meiro no Croisée Special,Historical,7.42,1
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,Comedy,7.42,1
10536,Kimi ni Todoke 2nd Season Specials,Comedy,7.42,3
22817,Kindaichi Shounen no Jikenbo Returns,Mystery,7.42,25
17259,Kuroko no Basket: Oshaberi Shiyokka,Comedy,7.42,1
335,Matantei Loki Ragnarok,Comedy,7.42,26
738,MÄR,Action,7.42,102
2294,Mobile Suit Gundam Seed Destiny Special Edition,Action,7.42,4
443,Onegai☆Teacher: Himitsu na Futari,Comedy,7.42,1
20939,Ore no Nounai Sentakushi ga,Comedy,7.42,1
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,Action,7.42,25
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,Action,7.42,25
1255,Saint Seiya: Shinku no Shounen Densetsu,Adventure,7.42,1
1259,Saint Seiya: Tenkai-hen Josou - Overture,Adventure,7.42,1
1381,Seikai no Monshou Special,Action,7.42,1
867,Slayers Gorgeous,Adventure,7.42,1
869,Slayers Return,Adventure,7.42,1
2013,Taiho Shichau zo The Movie,Action,7.42,1
5141,Taishou Yakyuu Musume.,Comedy,7.42,12
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,Action,7.42,12
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,Fantasy,7.42,1
5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,Comedy,7.42,1
5525,07-Ghost,Action,7.41,25
49,Aa! Megami-sama!,Comedy,7.41,5
1292,Afro Samurai,Action,7.41,5
3549,Allison to Lillia,Action,7.41,26
5578,Aoyama Goushou Tanpenshuu,Adventure,7.41,7
3203,Chibi Maruko-chan Movie,Comedy,7.41,1
10638,Denpa Onna to Seishun Otoko Special,Comedy,7.41,1
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,Adventure,7.41,1
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,Adventure,7.41,1
12875,Ginga e Kickoff!!,Shounen,7.41,39
287,Grappler Baki (TV),Shounen,7.41,24
20689,Hamatora The Animation,Comedy,7.41,12
27829,Heavy Object,Action,7.41,24
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,Mecha,7.41,13
953,Jyu Oh Sei,Action,7.41,11
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Comedy,7.41,1
147,Kimi ga Nozomu Eien,Drama,7.41,14
16732,Kiniro Mosaic,Comedy,7.41,12
844,Konjiki no Gash Bell!!: 101 Banme no Mamono,Adventure,7.41,1
6299,Maria-sama ga Miteru 4th Specials,Comedy,7.41,11
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,Comedy,7.41,12
3225,Minami-ke Okawari,Comedy,7.41,13
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,Action,7.41,1
2926,Myself; Yourself,Drama,7.41,13
272,Noir,Action,7.41,26
28683,One Piece: Episode of Alabasta - Prologue,Action,7.41,1
326,Petshop of Horrors,Horror,7.41,4
10711,Plastic Neesan,Comedy,7.41,12
2744,Potemayo,Comedy,7.41,12
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,Action,7.41,1
1329,Rail of the Star: A True Story of Children,Drama,7.41,1
2193,Saiunkoku Monogatari Soushuuhen,Adventure,7.41,9
22273,Selector Infected WIXOSS,Game,7.41,12
868,Slayers Great,Adventure,7.41,1
5226,Souten Kouro,Action,7.41,26
15077,Tabisuru Nuigurumi: Traveling Daru,Kids,7.41,1
541,Tenchi Muyou! Ryououki 3rd Season,Action,7.41,6
32174,The iDOLM@STER Cinderella Girls: Anytime,Comedy,7.41,1
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,Comedy,7.4,6
5356,Canaan,Action,7.4,13
15611,Cardfight!! Vanguard: Link Joker-hen,Action,7.4,59
20479,Choujigen Game Neptune The Animation OVA,Action,7.4,1
21395,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Comedy,7.4,1
2398,Digimon Adventure 02: Diablomon no Gyakushuu,Adventure,7.4,1
32410,Dimension W: W no Tobira Online,Sci-Fi,7.4,Unknown
3727,Doraemon Movie 01: Nobita no Kyouryuu,Adventure,7.4,1
30694,Dragon Ball Super,Action,7.4,Unknown
12231,Dragon Ball: Episode of Bardock,Action,7.4,1
1906,Harukanaru Toki no Naka de: Maihitoyo,Drama,7.4,1
1206,Ihatov Gensou: Kenji no Haru,Drama,7.4,1
940,Inukami!,Comedy,7.4,26
2808,Irregular Hunter X: The Day of Sigma,Action,7.4,1
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,Drama,7.4,12
99,Mai-Otome,Comedy,7.4,26
1196,Masuda Kousuke Gekijou Gag Manga Biyori,Comedy,7.4,12
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,Fantasy,7.4,1
4062,Musashi no Ken,Shounen,7.4,72
5597,Natsu no Arashi!,Comedy,7.4,13
12467,Nazo no Kanojo X,Ecchi,7.4,13
10928,Nogizaka Haruka no Himitsu: Finale,Comedy,7.4,4
4114,Onegai My Melody: Kuru Kuru Shuffle!,Comedy,7.4,52
1526,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,Action,7.4,1
4921,Ramayana: The Legend of Prince Rama,Adventure,7.4,1
2111,Rockman.EXE Movie: Hikari to Yami no Program,Action,7.4,1
15963,Seitokai no Ichizon Lv.2: Watasu Seitokai,Comedy,7.4,1
4063,Sekirei,Action,7.4,12
9355,Sekirei: Pure Engagement - Kanwa ni Dai,Comedy,7.4,1
9793,Senjou no Valkyria 3: Tagatame no Juusou,Action,7.4,2
6380,Tetsuwan Birdy Decode: The Cipher,Action,7.4,1
3089,The Sky Crawlers,Drama,7.4,1
944,The Third: Aoi Hitomi no Shoujo,Action,7.4,24
3457,Vampire Knight,Drama,7.4,13
935,Witchblade,Action,7.4,24
14951,Wonderful Rush,Music,7.4,1
92,After War Gundam X,Adventure,7.39,39
713,Air Movie,Drama,7.39,1
3006,Atashin&#039;chi,Comedy,7.39,330
13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,Adventure,7.39,3
2675,Doraemon Movie 17: Nobita to Ginga Express,Fantasy,7.39,1
2648,Doraemon: 2112-nen Doraemon Tanjou,Comedy,7.39,1
2634,Doraemon: Doraemon Comes Back,Comedy,7.39,1
4726,Druaga no Tou: The Sword of Uruk,Adventure,7.39,12
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,Action,7.39,10
664,Fullmetal Alchemist: Reflections,Adventure,7.39,1
3508,Genius Party,Action,7.39,7
6795,Genius Party Beyond,Dementia,7.39,5
4639,Gosenzo-sama Banbanzai!,Comedy,7.39,6
386,H2,Comedy,7.39,41
1663,Haha wo Tazunete Sanzenri,Adventure,7.39,52
3335,Haikara-san ga Tooru,Drama,7.39,42
13271,Hunter x Hunter Movie: Phantom Rouge,Action,7.39,1
6980,Kaidan Restaurant,Horror,7.39,23
28623,Koutetsujou no Kabaneri,Action,7.39,12
8068,Kuroshitsuji Picture Drama,Demons,7.39,1
17247,Machine-Doll wa Kizutsukanai,Action,7.39,12
30307,Monster Musume no Iru Nichijou,Comedy,7.39,12
6512,Nyan Koi!,Comedy,7.39,12
8423,Ookiku Furikabutte: Natsu no Scorebook,Comedy,7.39,2
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Adventure,7.39,1
6713,Ranma ½: Nettou Uta Gassen,Comedy,7.39,2
2486,Rumiko Takahashi Anthology,Comedy,7.39,13
1231,Saber Marionette J to X,Action,7.39,26
16694,Sankarea: Wagahai mo... Zombie de Aru...,Comedy,7.39,1
3861,Shaman King Specials,Action,7.39,5
536,Slayers: The Motion Picture,Adventure,7.39,1
1147,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,Action,7.39,1
7861,The Rose and Women of Versailles,Adventure,7.39,1
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Action,7.39,1
306,Abenobashi Mahou☆Shoutengai,Comedy,7.38,13
32977,Aggressive Retsuko,Comedy,7.38,Unknown
282,Angel Heart,Action,7.38,50
11697,Area no Kishi,Comedy,7.38,37
104,Ayashi no Ceres,Adventure,7.38,24
24727,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Comedy,7.38,1
6948,Bakemonogatari Recap,Mystery,7.38,1
5675,Basquash!,Ecchi,7.38,26
1521,Black Jack the Movie,Drama,7.38,1
8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,Comedy,7.38,1
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,Adventure,7.38,1
2660,Doraemon: Nobita&#039;s the Night Before a Wedding,Fantasy,7.38,1
1858,Gakuen Utopia Manabi Straight!,Comedy,7.38,12
411,Gun x Sword,Action,7.38,26
14645,Hiiro no Kakera Dai Ni Shou,Fantasy,7.38,13
9013,Kuruneko Season 2,Comedy,7.38,49
1374,Kyoushoku Soukou Guyver (2005),Adventure,7.38,26
1432,Lupin III: Fuuma Ichizoku no Inbou,Action,7.38,1
3345,Mikan Enikki,Comedy,7.38,30
2152,Oh! Edo Rocket,Comedy,7.38,26
7769,Ookami-san to Shichinin no Nakama-tachi,Comedy,7.38,12
33190,Planetarian: Hoshi no Hito,Magic,7.38,1
10448,Rain Town,Drama,7.38,1
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,Comedy,7.38,1
4618,RideBack,Action,7.38,12
10884,Saki Achiga-hen: Episode of Side-A,Game,7.38,12
4015,School Rumble San Gakki,Comedy,7.38,2
4581,Shikabane Hime: Aka,Action,7.38,13
152,Solty Rei,Action,7.38,24
75,Soukyuu no Fafner: Dead Aggressor,Action,7.38,25
341,Spiral: Suiri no Kizuna,Drama,7.38,25
30344,The iDOLM@STER Cinderella Girls 2nd Season,Comedy,7.38,12
3009,Tiger Mask,Action,7.38,105
3088,Tokyo Marble Chocolate,Romance,7.38,2
712,Zoids Genesis,Action,7.38,50
9117,Amagami SS OVA,Romance,7.37,6
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Comedy,7.37,1
1674,Captain Tsubasa J,Action,7.37,47
6149,Chibi Maruko-chan (1995),Comedy,7.37,Unknown
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Adventure,7.37,52
3627,D.C.II S.S.: Da Capo II Second Season,Comedy,7.37,13
1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,Adventure,7.37,1
2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,Adventure,7.37,1
1313,Digimon Adventure 02,Action,7.37,50
2670,Doraemon Movie 12: Nobita no Dorabian Nights,Adventure,7.37,1
381,Fushigi Yuugi OVA 2,Adventure,7.37,6
654,Galaxy Angel 3 Specials,Comedy,7.37,2
655,Galaxy Angel 4,Comedy,7.37,13
22013,Ghost in the Shell: Nyuumon Arise,Comedy,7.37,26
3485,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Comedy,7.37,26
32740,Girls und Panzer der Film: Arisu War!,Military,7.36,1
11077,Hellsing: The Dawn,Action,7.37,3
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,Comedy,7.37,6
13357,High School DxD Specials,Comedy,7.37,6
10189,Hunter x Hunter Pilot,Action,7.37,1
19619,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Fantasy,7.37,1
15735,Jormungand: Perfect Order - First Stage Soushuuhen,Action,7.37,1
8134,Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro,Comedy,7.37,1
21863,Mangaka-san to Assistant-san to The Animation,Comedy,7.37,12
24475,Mangaka-san to Assistant-san to The Animation Specials,Comedy,7.37,6
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,Action,7.37,1
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Drama,7.37,1
8857,Nichijou: Nichijou no 0-wa,Comedy,7.37,1
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Adventure,7.37,1
9888,Shinryaku! Ika Musume Specials,Comedy,7.37,2
4028,Slayers Revolution,Adventure,7.37,13
1965,Sola,Drama,7.37,13
8934,Star Driver: Kagayaki no Takuto,Action,7.37,25
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Comedy,7.37,1
10321,Uta no☆Prince-sama♪ Maji Love 1000%,Comedy,7.37,13
31178,Uta no☆Prince-sama♪ Maji Love Legend Star,Comedy,7.37,13
20359,Yamada-kun to 7-nin no Majo,Comedy,7.37,1
975,Yokohama Kaidashi Kikou,Sci-Fi,7.37,2
9332,.hack//Quantum,Action,7.36,3
1347,Bubblegum Crisis,Adventure,7.36,8
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Comedy,7.36,13
3087,Cencoroll,Action,7.36,1
2383,Cybersix,Action,7.36,13
1678,Cyborg 009: The Cyborg Soldier,Action,7.36,52
17917,Danball Senki Wars,Action,7.36,37
902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Adventure,7.36,1
23539,Gudetama,Comedy,7.36,Unknown
16700,Higurashi no Naku Koro ni Kaku: Outbreak,Horror,7.36,1
14765,Ixion Saga DT,Action,7.36,25
16035,Karneval (TV),Action,7.36,13
31780,Kimi no Kokoro wa Kagayaiteru kai?,Music,7.35,1
15379,Kotoura-san,Comedy,7.36,12
32871,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,Comedy,7.38,1
3577,Kyouran Kazoku Nikki,Comedy,7.36,26
1013,Le Chevalier D&#039;Eon,Historical,7.36,24
190,Love Hina Again,Comedy,7.36,3
963,Love Hina: Motoko no Sentaku,Drama,7.36,1
1609,Mai-Otome Zwei,Action,7.36,4
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,7.36,12
8424,MM!,Comedy,7.36,12
94,Mobile Suit Gundam Seed Destiny,Action,7.36,50
13585,Natsuyuki Rendezvous,Drama,7.36,11
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,Adventure,7.36,1
31918,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,Comedy,7.36,4
9893,Suite Precure♪,Action,7.36,48
16868,Sukitte Ii na yo.: Dareka ga,Romance,7.36,1
6758,Tatakau Shisho: The Book of Bantorra,Action,7.36,27
415,Tonari no Yamada-kun,Comedy,7.36,1
7,Witch Hunter Robin,Action,7.36,26
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,Sci-Fi,7.36,2
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,Action,7.36,1
30870,Ajin Part 3: Shougeki,Action,7.36,1
